"rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","task","item_number","item_type","segment","clause_type","number","stimulus","question","correct_answer","part_answer","correct"
"2249"," ","html-keyboard-response","14","2.0.0","878127","31","item","null","pr_item","s5","or","ss","<p class=""trial-stimulus"">_________ | ____ | _________ | _____ | laughs</p>","<div class='container trial-question'>
            <h2 class='trial-question-header'>Who laughs?</h2>
            <div>
              <div class='container'>
                <h2 class='trial-question-answer'>The zebra</h2>
                <h2 class='trial-question-key'>F</h2>
              </div>
              <div class='container'>
                <h2 class='trial-question-answer'>The horse</h2>
                <h2 class='trial-question-key'>J</h2>
              </div>
            </div>
          </div>","","",""
"7170","J","html-keyboard-response","15","2.0.0","885807","31","question","null","pr_item","","or","ss","<div class='container trial-question'>
            <h2 class='trial-question-header'>Who laughs?</h2>
            <div>
              <div class='container'>
                <h2 class='trial-question-answer'>The zebra</h2>
                <h2 class='trial-question-key'>F</h2>
              </div>
              <div class='container'>
                <h2 class='trial-question-answer'>The horse</h2>
                <h2 class='trial-question-key'>J</h2>
              </div>
            </div>
          </div>","","j","J","0"
"2160"," ","html-keyboard-response","17","2.0.0","897336","31","item","1","exp_item","s0","or","sp","<p class=""trial-stimulus"">_________ | ____ | __________ | _____ | _____</p>","","","",""
"2030"," ","html-keyboard-response","18","2.0.0","899367","31","item","1","exp_item","s1","or","sp","<p class=""trial-stimulus"">The horse | ____ | __________ | _____ | _____</p>","","","",""
"902"," ","html-keyboard-response","19","2.0.0","900270","31","item","1","exp_item","s2","or","sp","<p class=""trial-stimulus"">_________ | that | __________ | _____ | _____</p>","","","",""
"911"," ","html-keyboard-response","20","2.0.0","901181","31","item","1","exp_item","s3","or","sp","<p class=""trial-stimulus"">_________ | ____ | the zebras | _____ | _____</p>","","","",""
"1928"," ","html-keyboard-response","21","2.0.0","903110","31","item","1","exp_item","s4","or","sp","<p class=""trial-stimulus"">_________ | ____ | __________ | chase | _____</p>","","","",""
"2752"," ","html-keyboard-response","22","2.0.0","905863","31","item","1","exp_item","s5","or","sp","<p class=""trial-stimulus"">_________ | ____ | __________ | _____ | falls</p>","false","","",""
"2258"," ","html-keyboard-response","24","2.0.0","908631","31","item","8","exp_item","s0","or","pp","<p class=""trial-stimulus"">________ | ____ | ________ | ___ | _____</p>","","","",""
"974"," ","html-keyboard-response","25","2.0.0","909607","31","item","8","exp_item","s1","or","pp","<p class=""trial-stimulus"">The cats | ____ | ________ | ___ | _____</p>","","","",""
"1062"," ","html-keyboard-response","26","2.0.0","910669","31","item","8","exp_item","s2","or","pp","<p class=""trial-stimulus"">________ | that | ________ | ___ | _____</p>","","","",""
"712"," ","html-keyboard-response","27","2.0.0","911381","31","item","8","exp_item","s3","or","pp","<p class=""trial-stimulus"">________ | ____ | the dogs | ___ | _____</p>","","","",""
"2567"," ","html-keyboard-response","28","2.0.0","913949","31","item","8","exp_item","s4","or","pp","<p class=""trial-stimulus"">________ | ____ | ________ | hug | _____</p>","","","",""
"2697"," ","html-keyboard-response","29","2.0.0","916647","31","item","8","exp_item","s5","or","pp","<p class=""trial-stimulus"">________ | ____ | ________ | ___ | smile</p>","false","","",""
"3310"," ","html-keyboard-response","31","2.0.0","920469","31","item","8","exp_item","s0","sr","ss","<p class=""trial-stimulus"">_______ | ____ | ____ | _______ | ______</p>","","","",""
"784"," ","html-keyboard-response","32","2.0.0","921255","31","item","8","exp_item","s1","sr","ss","<p class=""trial-stimulus"">The cat | ____ | ____ | _______ | ______</p>","","","",""
"662"," ","html-keyboard-response","33","2.0.0","921917","31","item","8","exp_item","s2","sr","ss","<p class=""trial-stimulus"">_______ | that | ____ | _______ | ______</p>","","","",""
"2288"," ","html-keyboard-response","34","2.0.0","924206","31","item","8","exp_item","s3","sr","ss","<p class=""trial-stimulus"">_______ | ____ | hugs | _______ | ______</p>","","","",""
"1166"," ","html-keyboard-response","35","2.0.0","925373","31","item","8","exp_item","s4","sr","ss","<p class=""trial-stimulus"">_______ | ____ | ____ | the dog | ______</p>","","","",""
"1735"," ","html-keyboard-response","36","2.0.0","927109","31","item","8","exp_item","s5","sr","ss","<p class=""trial-stimulus"">_______ | ____ | ____ | _______ | smiles</p>","false","","",""
"2405"," ","html-keyboard-response","38","2.0.0","930029","31","item","7","exp_item","s0","or","ps","<p class=""trial-stimulus"">________ | ____ | _______ | ______ | ___</p>","","","",""
"1305"," ","html-keyboard-response","39","2.0.0","931334","31","item","7","exp_item","s1","or","ps","<p class=""trial-stimulus"">The dogs | ____ | _______ | ______ | ___</p>","","","",""
"831"," ","html-keyboard-response","40","2.0.0","932166","31","item","7","exp_item","s2","or","ps","<p class=""trial-stimulus"">________ | that | _______ | ______ | ___</p>","","","",""
"2136"," ","html-keyboard-response","41","2.0.0","934303","31","item","7","exp_item","s3","or","ps","<p class=""trial-stimulus"">________ | ____ | the cat | ______ | ___</p>","","","",""
"2791"," ","html-keyboard-response","42","2.0.0","937096","31","item","7","exp_item","s4","or","ps","<p class=""trial-stimulus"">________ | ____ | _______ | pushes | ___</p>","","","",""
"2478"," ","html-keyboard-response","43","2.0.0","939575","31","item","7","exp_item","s5","or","ps","<p class=""trial-stimulus"">________ | ____ | _______ | ______ | cry</p>","false","","",""
"2721"," ","html-keyboard-response","45","2.0.0","942797","31","item","11","fill_item","s0","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | ______</p>","","","",""
"1873"," ","html-keyboard-response","46","2.0.0","944671","31","item","11","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The woman | ___ | ______ | __________ | ______</p>","","","",""
"1095"," ","html-keyboard-response","47","2.0.0","945767","31","item","11","fill_item","s2","sr","ss","<p class=""trial-stimulus"">_________ | who | ______ | __________ | ______</p>","","","",""
"2374"," ","html-keyboard-response","48","2.0.0","948141","31","item","11","fill_item","s3","sr","ss","<p class=""trial-stimulus"">_________ | ___ | writes | __________ | ______</p>","","","",""
"1256"," ","html-keyboard-response","49","2.0.0","949397","31","item","11","fill_item","s4","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | the letter | ______</p>","","","",""
"1840"," ","html-keyboard-response","50","2.0.0","951237","31","item","11","fill_item","s5","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | smiles</p>","false","","",""
"1666"," ","html-keyboard-response","52","2.0.0","953407","31","item","15","fill_item","s0","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | _______</p>","","","",""
"806"," ","html-keyboard-response","53","2.0.0","954214","31","item","15","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The woman | ___ | ______ | __________ | _______</p>","","","",""
"2799"," ","html-keyboard-response","54","2.0.0","957013","31","item","15","fill_item","s2","sr","ss","<p class=""trial-stimulus"">_________ | who | ______ | __________ | _______</p>","","","",""
"960"," ","html-keyboard-response","55","2.0.0","957973","31","item","15","fill_item","s3","sr","ss","<p class=""trial-stimulus"">_________ | ___ | stores | __________ | _______</p>","","","",""
"1319"," ","html-keyboard-response","56","2.0.0","959293","31","item","15","fill_item","s4","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | the letter | _______</p>","","","",""
"1161"," ","html-keyboard-response","57","2.0.0","960454","31","item","15","fill_item","s5","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | murmurs</p>","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman murmur?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","",""
"4883","J","html-keyboard-response","58","2.0.0","965845","31","question","15","fill_item","","sr","ss","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman murmur?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","j","J","0"
"1665"," ","html-keyboard-response","59","2.0.0","968023","31","item","7","fill_item","s0","sr","ss","<p class=""trial-stimulus"">__________ | ___ | _____ | __________ | _____</p>","","","",""
"1382"," ","html-keyboard-response","60","2.0.0","969405","31","item","7","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The singer | ___ | _____ | __________ | _____</p>","","","",""
"1263"," ","html-keyboard-response","61","2.0.0","970669","31","item","7","fill_item","s2","sr","ss","<p class=""trial-stimulus"">__________ | who | _____ | __________ | _____</p>","","","",""
"1185"," ","html-keyboard-response","62","2.0.0","971855","31","item","7","fill_item","s3","sr","ss","<p class=""trial-stimulus"">__________ | ___ | grabs | __________ | _____</p>","","","",""
"1949"," ","html-keyboard-response","63","2.0.0","973805","31","item","7","fill_item","s4","sr","ss","<p class=""trial-stimulus"">__________ | ___ | _____ | the guitar | _____</p>","","","",""
"2248"," ","html-keyboard-response","64","2.0.0","976053","31","item","7","fill_item","s5","sr","ss","<p class=""trial-stimulus"">__________ | ___ | _____ | __________ | cries</p>","false","","",""
"1760"," ","html-keyboard-response","66","2.0.0","978319","31","item","4","exp_item","s0","or","pp","<p class=""trial-stimulus"">__________ | ____ | __________ | ______ | ___</p>","","","",""
"1389"," ","html-keyboard-response","67","2.0.0","979710","31","item","4","exp_item","s1","or","pp","<p class=""trial-stimulus"">The zebras | ____ | __________ | ______ | ___</p>","","","",""
"2535"," ","html-keyboard-response","68","2.0.0","982245","31","item","4","exp_item","s2","or","pp","<p class=""trial-stimulus"">__________ | that | __________ | ______ | ___</p>","","","",""
"1712"," ","html-keyboard-response","69","2.0.0","983958","31","item","4","exp_item","s3","or","pp","<p class=""trial-stimulus"">__________ | ____ | the horses | ______ | ___</p>","","","",""
"2177"," ","html-keyboard-response","70","2.0.0","986136","31","item","4","exp_item","s4","or","pp","<p class=""trial-stimulus"">__________ | ____ | __________ | follow | ___</p>","","","",""
"1525"," ","html-keyboard-response","71","2.0.0","987662","31","item","4","exp_item","s5","or","pp","<p class=""trial-stimulus"">__________ | ____ | __________ | ______ | run</p>","false","","",""
"1243"," ","html-keyboard-response","73","2.0.0","989421","31","item","9","fill_item","s0","sr","ss","<p class=""trial-stimulus"">__________ | ___ | ______ | __________ | _______</p>","","","",""
"1304"," ","html-keyboard-response","74","2.0.0","990725","31","item","9","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The singer | ___ | ______ | __________ | _______</p>","","","",""
"1831"," ","html-keyboard-response","75","2.0.0","992557","31","item","9","fill_item","s2","sr","ss","<p class=""trial-stimulus"">__________ | who | ______ | __________ | _______</p>","","","",""
"1120"," ","html-keyboard-response","76","2.0.0","993677","31","item","9","fill_item","s3","sr","ss","<p class=""trial-stimulus"">__________ | ___ | throws | __________ | _______</p>","","","",""
"3552"," ","html-keyboard-response","77","2.0.0","997229","31","item","9","fill_item","s4","sr","ss","<p class=""trial-stimulus"">__________ | ___ | ______ | the guitar | _______</p>","","","",""
"608"," ","html-keyboard-response","78","2.0.0","997837","31","item","9","fill_item","s5","sr","ss","<p class=""trial-stimulus"">__________ | ___ | ______ | __________ | screams</p>","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the singer scream?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","",""
"2262","J","html-keyboard-response","79","2.0.0","1000605","31","question","9","fill_item","","sr","ss","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the singer scream?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","j","J","0"
"1073"," ","html-keyboard-response","80","2.0.0","1002181","31","item","8","exp_item","s0","or","ss","<p class=""trial-stimulus"">_______ | ____ | _______ | ____ | ______</p>","","","",""
"1952"," ","html-keyboard-response","81","2.0.0","1004134","31","item","8","exp_item","s1","or","ss","<p class=""trial-stimulus"">The cat | ____ | _______ | ____ | ______</p>","","","",""
"791"," ","html-keyboard-response","82","2.0.0","1004926","31","item","8","exp_item","s2","or","ss","<p class=""trial-stimulus"">_______ | that | _______ | ____ | ______</p>","","","",""
"775"," ","html-keyboard-response","83","2.0.0","1005701","31","item","8","exp_item","s3","or","ss","<p class=""trial-stimulus"">_______ | ____ | the dog | ____ | ______</p>","","","",""
"1680"," ","html-keyboard-response","84","2.0.0","1007381","31","item","8","exp_item","s4","or","ss","<p class=""trial-stimulus"">_______ | ____ | _______ | hugs | ______</p>","","","",""
"1104"," ","html-keyboard-response","85","2.0.0","1008485","31","item","8","exp_item","s5","or","ss","<p class=""trial-stimulus"">_______ | ____ | _______ | ____ | smiles</p>","false","","",""
"870"," ","html-keyboard-response","87","2.0.0","1009863","31","item","5","fill_item","s0","sr","ss","<p class=""trial-stimulus"">________ | ___ | _____ | _______ | _____</p>","","","",""
"575"," ","html-keyboard-response","88","2.0.0","1010439","31","item","5","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The chef | ___ | _____ | _______ | _____</p>","","","",""
"974"," ","html-keyboard-response","89","2.0.0","1011414","31","item","5","fill_item","s2","sr","ss","<p class=""trial-stimulus"">________ | who | _____ | _______ | _____</p>","","","",""
"760"," ","html-keyboard-response","90","2.0.0","1012175","31","item","5","fill_item","s3","sr","ss","<p class=""trial-stimulus"">________ | ___ | kicks | _______ | _____</p>","","","",""
"782"," ","html-keyboard-response","91","2.0.0","1012958","31","item","5","fill_item","s4","sr","ss","<p class=""trial-stimulus"">________ | ___ | _____ | the box | _____</p>","","","",""
"614"," ","html-keyboard-response","92","2.0.0","1013573","31","item","5","fill_item","s5","sr","ss","<p class=""trial-stimulus"">________ | ___ | _____ | _______ | cries</p>","<div class='container trial-question'>
    <h2 class='trial-question-header'>Does the chef cry?</h2>
    <div>
      <div class='container'>
        <h2 class='trial-question-answer'>No</h2>
        <h2 class='trial-question-key'>F</h2>
      </div>
      <div class='container'>
        <h2 class='trial-question-answer'>Yes</h2>
        <h2 class='trial-question-key'>J</h2>
      </div>
    </div>
  </div>","","",""
"4879","J","html-keyboard-response","93","2.0.0","1018960","31","question","5","fill_item","","sr","ss","<div class='container trial-question'>
    <h2 class='trial-question-header'>Does the chef cry?</h2>
    <div>
      <div class='container'>
        <h2 class='trial-question-answer'>No</h2>
        <h2 class='trial-question-key'>F</h2>
      </div>
      <div class='container'>
        <h2 class='trial-question-answer'>Yes</h2>
        <h2 class='trial-question-key'>J</h2>
      </div>
    </div>
  </div>","","j","J","0"
"506"," ","html-keyboard-response","94","2.0.0","1019981","31","item","1","fill_item","s0","sr","ss","<p class=""trial-stimulus"">________ | ___ | _______ | _______ | _____</p>","","","",""
"632"," ","html-keyboard-response","95","2.0.0","1020614","31","item","1","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The chef | ___ | _______ | _______ | _____</p>","","","",""
"487"," ","html-keyboard-response","96","2.0.0","1021101","31","item","1","fill_item","s2","sr","ss","<p class=""trial-stimulus"">________ | who | _______ | _______ | _____</p>","","","",""
"473"," ","html-keyboard-response","97","2.0.0","1021575","31","item","1","fill_item","s3","sr","ss","<p class=""trial-stimulus"">________ | ___ | carries | _______ | _____</p>","","","",""
"949"," ","html-keyboard-response","98","2.0.0","1022525","31","item","1","fill_item","s4","sr","ss","<p class=""trial-stimulus"">________ | ___ | _______ | the box | _____</p>","","","",""
"1152"," ","html-keyboard-response","99","2.0.0","1023677","31","item","1","fill_item","s5","sr","ss","<p class=""trial-stimulus"">________ | ___ | _______ | _______ | falls</p>","false","","",""
"551"," ","html-keyboard-response","101","2.0.0","1024743","31","item","7","exp_item","s0","or","sp","<p class=""trial-stimulus"">_______ | ____ | ________ | ____ | _____</p>","","","",""
"512"," ","html-keyboard-response","102","2.0.0","1025256","31","item","7","exp_item","s1","or","sp","<p class=""trial-stimulus"">The dog | ____ | ________ | ____ | _____</p>","","","",""
"452"," ","html-keyboard-response","103","2.0.0","1025709","31","item","7","exp_item","s2","or","sp","<p class=""trial-stimulus"">_______ | that | ________ | ____ | _____</p>","","","",""
"1800"," ","html-keyboard-response","104","2.0.0","1027509","31","item","7","exp_item","s3","or","sp","<p class=""trial-stimulus"">_______ | ____ | the cats | ____ | _____</p>","","","",""
"3593"," ","html-keyboard-response","105","2.0.0","1031103","31","item","7","exp_item","s4","or","sp","<p class=""trial-stimulus"">_______ | ____ | ________ | push | _____</p>","","","",""
"558"," ","html-keyboard-response","106","2.0.0","1031662","31","item","7","exp_item","s5","or","sp","<p class=""trial-stimulus"">_______ | ____ | ________ | ____ | cries</p>","false","","",""
"684"," ","html-keyboard-response","108","2.0.0","1032861","31","item","8","exp_item","s0","sr","sp","<p class=""trial-stimulus"">_______ | ____ | ____ | ________ | ______</p>","","","",""
"536"," ","html-keyboard-response","109","2.0.0","1033397","31","item","8","exp_item","s1","sr","sp","<p class=""trial-stimulus"">The cat | ____ | ____ | ________ | ______</p>","","","",""
"665"," ","html-keyboard-response","110","2.0.0","1034063","31","item","8","exp_item","s2","sr","sp","<p class=""trial-stimulus"">_______ | that | ____ | ________ | ______</p>","","","",""
"645"," ","html-keyboard-response","111","2.0.0","1034709","31","item","8","exp_item","s3","sr","sp","<p class=""trial-stimulus"">_______ | ____ | hugs | ________ | ______</p>","","","",""
"929"," ","html-keyboard-response","112","2.0.0","1035638","31","item","8","exp_item","s4","sr","sp","<p class=""trial-stimulus"">_______ | ____ | ____ | the dogs | ______</p>","","","",""
"848"," ","html-keyboard-response","113","2.0.0","1036487","31","item","8","exp_item","s5","sr","sp","<p class=""trial-stimulus"">_______ | ____ | ____ | ________ | smiles</p>","<div class='container trial-question'>
      <h2 class='trial-question-header'>Who smiles?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>The cat</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>The dogs</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","",""
"3790","F","html-keyboard-response","114","2.0.0","1040781","31","question","8","exp_item","","sr","sp","<div class='container trial-question'>
      <h2 class='trial-question-header'>Who smiles?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>The cat</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>The dogs</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","f","F","0"
"622"," ","html-keyboard-response","115","2.0.0","1041912","31","item","13","fill_item","s0","sr","ss","<p class=""trial-stimulus"">_________ | ___ | _____ | __________ | ______</p>","","","",""
"477"," ","html-keyboard-response","116","2.0.0","1042389","31","item","13","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The woman | ___ | _____ | __________ | ______</p>","","","",""
"1360"," ","html-keyboard-response","117","2.0.0","1043750","31","item","13","fill_item","s2","sr","ss","<p class=""trial-stimulus"">_________ | who | _____ | __________ | ______</p>","","","",""
"2231"," ","html-keyboard-response","118","2.0.0","1045981","31","item","13","fill_item","s3","sr","ss","<p class=""trial-stimulus"">_________ | ___ | burns | __________ | ______</p>","","","",""
"1056"," ","html-keyboard-response","119","2.0.0","1047037","31","item","13","fill_item","s4","sr","ss","<p class=""trial-stimulus"">_________ | ___ | _____ | the letter | ______</p>","","","",""
"713"," ","html-keyboard-response","120","2.0.0","1047751","31","item","13","fill_item","s5","sr","ss","<p class=""trial-stimulus"">_________ | ___ | _____ | __________ | leaves</p>","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman leave?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","",""
"2558","J","html-keyboard-response","121","2.0.0","1050822","31","question","13","fill_item","","sr","ss","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman leave?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","j","J","0"
"894"," ","html-keyboard-response","122","2.0.0","1052221","31","item","8","exp_item","s0","sr","ps","<p class=""trial-stimulus"">________ | ____ | ___ | _______ | _____</p>","","","",""
"447"," ","html-keyboard-response","123","2.0.0","1052669","31","item","8","exp_item","s1","sr","ps","<p class=""trial-stimulus"">The cats | ____ | ___ | _______ | _____</p>","","","",""
"552"," ","html-keyboard-response","124","2.0.0","1053221","31","item","8","exp_item","s2","sr","ps","<p class=""trial-stimulus"">________ | that | ___ | _______ | _____</p>","","","",""
"433"," ","html-keyboard-response","125","2.0.0","1053655","31","item","8","exp_item","s3","sr","ps","<p class=""trial-stimulus"">________ | ____ | hug | _______ | _____</p>","","","",""
"1685"," ","html-keyboard-response","126","2.0.0","1055341","31","item","8","exp_item","s4","sr","ps","<p class=""trial-stimulus"">________ | ____ | ___ | the dog | _____</p>","","","",""
"1016"," ","html-keyboard-response","127","2.0.0","1056357","31","item","8","exp_item","s5","sr","ps","<p class=""trial-stimulus"">________ | ____ | ___ | _______ | smile</p>","false","","",""
"569"," ","html-keyboard-response","129","2.0.0","1057429","31","item","4","exp_item","s0","sr","pp","<p class=""trial-stimulus"">__________ | ____ | ______ | __________ | ___</p>","","","",""
"599"," ","html-keyboard-response","130","2.0.0","1058029","31","item","4","exp_item","s1","sr","pp","<p class=""trial-stimulus"">The zebras | ____ | ______ | __________ | ___</p>","","","",""
"401"," ","html-keyboard-response","131","2.0.0","1058431","31","item","4","exp_item","s2","sr","pp","<p class=""trial-stimulus"">__________ | that | ______ | __________ | ___</p>","","","",""
"518"," ","html-keyboard-response","132","2.0.0","1058950","31","item","4","exp_item","s3","sr","pp","<p class=""trial-stimulus"">__________ | ____ | follow | __________ | ___</p>","","","",""
"816"," ","html-keyboard-response","133","2.0.0","1059767","31","item","4","exp_item","s4","sr","pp","<p class=""trial-stimulus"">__________ | ____ | ______ | the horses | ___</p>","","","",""
"1831"," ","html-keyboard-response","134","2.0.0","1061599","31","item","4","exp_item","s5","sr","pp","<p class=""trial-stimulus"">__________ | ____ | ______ | __________ | run</p>","false","","",""
"633"," ","html-keyboard-response","136","2.0.0","1062742","31","item","4","exp_item","s0","or","ss","<p class=""trial-stimulus"">_________ | ____ | _________ | _______ | ____</p>","","","",""
"511"," ","html-keyboard-response","137","2.0.0","1063254","31","item","4","exp_item","s1","or","ss","<p class=""trial-stimulus"">The zebra | ____ | _________ | _______ | ____</p>","","","",""
"479"," ","html-keyboard-response","138","2.0.0","1063733","31","item","4","exp_item","s2","or","ss","<p class=""trial-stimulus"">_________ | that | _________ | _______ | ____</p>","","","",""
"791"," ","html-keyboard-response","139","2.0.0","1064525","31","item","4","exp_item","s3","or","ss","<p class=""trial-stimulus"">_________ | ____ | the horse | _______ | ____</p>","","","",""
"1800"," ","html-keyboard-response","140","2.0.0","1066325","31","item","4","exp_item","s4","or","ss","<p class=""trial-stimulus"">_________ | ____ | _________ | follows | ____</p>","","","",""
"848"," ","html-keyboard-response","141","2.0.0","1067174","31","item","4","exp_item","s5","or","ss","<p class=""trial-stimulus"">_________ | ____ | _________ | _______ | runs</p>","false","","",""
"602"," ","html-keyboard-response","143","2.0.0","1068286","31","item","6","fill_item","s0","sr","ss","<p class=""trial-stimulus"">__________ | ___ | _____ | __________ | _____</p>","","","",""
"423"," ","html-keyboard-response","144","2.0.0","1068709","31","item","6","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The singer | ___ | _____ | __________ | _____</p>","","","",""
"488"," ","html-keyboard-response","145","2.0.0","1069197","31","item","6","fill_item","s2","sr","ss","<p class=""trial-stimulus"">__________ | who | _____ | __________ | _____</p>","","","",""
"424"," ","html-keyboard-response","146","2.0.0","1069622","31","item","6","fill_item","s3","sr","ss","<p class=""trial-stimulus"">__________ | ___ | plays | __________ | _____</p>","","","",""
"479"," ","html-keyboard-response","147","2.0.0","1070101","31","item","6","fill_item","s4","sr","ss","<p class=""trial-stimulus"">__________ | ___ | _____ | the guitar | _____</p>","","","",""
"1353"," ","html-keyboard-response","148","2.0.0","1071455","31","item","6","fill_item","s5","sr","ss","<p class=""trial-stimulus"">__________ | ___ | _____ | __________ | sings</p>","false","","",""
"1097"," ","html-keyboard-response","150","2.0.0","1073055","31","item","4","exp_item","s0","or","sp","<p class=""trial-stimulus"">_________ | ____ | __________ | ______ | ____</p>","","","",""
"581"," ","html-keyboard-response","151","2.0.0","1073637","31","item","4","exp_item","s1","or","sp","<p class=""trial-stimulus"">The zebra | ____ | __________ | ______ | ____</p>","","","",""
"449"," ","html-keyboard-response","152","2.0.0","1074087","31","item","4","exp_item","s2","or","sp","<p class=""trial-stimulus"">_________ | that | __________ | ______ | ____</p>","","","",""
"559"," ","html-keyboard-response","153","2.0.0","1074647","31","item","4","exp_item","s3","or","sp","<p class=""trial-stimulus"">_________ | ____ | the horses | ______ | ____</p>","","","",""
"1087"," ","html-keyboard-response","154","2.0.0","1075735","31","item","4","exp_item","s4","or","sp","<p class=""trial-stimulus"">_________ | ____ | __________ | follow | ____</p>","","","",""
